bank_id,bank_name,cust_count,established
1605,Vazquez LLC Bank,11641,1989-08-11
1606,"Simon, Kaufman and Wells Bank",12334,2003-11-24
1607,"Brown, Mcmahon and Foster Bank",36351,2005-10-08
1608,Benton-Moore Bank,13265,1948-08-02
1609,"Blair, Simpson and Delgado Bank",23464,1962-04-26
1610,"Preston, Villegas and Brown Bank",37430,1889-09-24
1611,Perez-Nielsen Bank,43617,1971-07-15
1612,"Smith, Jackson and Jimenez Bank",27820,1968-10-12
1613,Duarte-Gonzales Bank,1939,1981-08-08
1614,Sutton-Lopez Bank,29914,2004-02-06
1615,Rodriguez-Ballard Bank,28521,1884-09-16
1616,Carter-Williamson Bank,14214,1977-09-24
1617,"Cuevas, Flores and Olson Bank",22612,1962-10-28
1618,Soto-Watson Bank,19621,1977-02-15
1619,"Harris, Higgins and Mccarthy Bank",37090,1887-09-17
1620,Woodard PLC Bank,3297,1976-04-12
1621,Neal-Jones Bank,32012,1983-12-03
1622,Owens-Frederick Bank,36680,1882-02-06
1623,Cervantes-Flores Bank,30312,1922-11-03
1624,Foster-Young Bank,7546,1886-03-06
1625,"King, Moran and Gallegos Bank",12270,1879-05-05
1626,Garcia-Preston Bank,28056,1898-08-13
1627,Reed-Russell Bank,22385,1998-09-05
1628,"Parrish, Edwards and Herrera Bank",23868,1976-09-12
1629,Singleton Group Bank,5568,2013-09-07
1630,"Tapia, Williamson and Green Bank",47312,1995-04-10
1631,"Bryant, Fowler and Ramos Bank",47781,1898-01-09
1632,Hall PLC Bank,22476,1934-12-14
1633,Taylor-Ware Bank,31099,1977-07-27
1634,"Klein, Schwartz and Pacheco Bank",2055,1990-01-26
1635,"Campbell, Vincent and Gonzalez Bank",20778,1983-02-25
1636,Ramirez-Hunt Bank,14405,1975-08-28
1637,"Mitchell, Adams and Ward Bank",28911,1912-07-25
1638,Rose-Cochran Bank,28175,2013-08-03
1639,"Little, Malone and Bennett Bank",37915,1950-11-02
1640,Vasquez-Matthews Bank,27924,1998-06-22
1641,"Smith, Vargas and Chavez Bank",18509,1889-12-03
1642,Blair and Sons Bank,48351,1988-08-24
1643,Miller and Sons Bank,49161,1893-01-04
1644,"Campbell, Mcmillan and Carpenter Bank",16055,1889-08-25
1645,"Ramos, Powers and Vaughn Bank",25926,1912-08-03
1646,Allen Group Bank,9470,1960-08-02
1647,Young Ltd Bank,36282,1978-10-18
1648,Fletcher Group Bank,10676,1936-08-14
1649,Stewart-Miller Bank,13936,1936-09-29
1650,Case Inc Bank,33141,1910-11-28
1651,"Hernandez, Rodgers and Wheeler Bank",36433,1990-04-27
1652,Evans-Diaz Bank,17320,1889-10-26
1653,Price-West Bank,25205,1900-04-04
1654,"Beard, Davis and Thompson Bank",35419,1897-11-24
1655,"Warren, Bowman and Johnson Bank",17859,1914-05-14
1656,"Collins, Smith and Maxwell Bank",49851,1924-01-13
1657,"Taylor, Mcneil and Freeman Bank",34915,1973-05-04
1658,Robinson LLC Bank,18029,1886-06-24
1659,Barajas LLC Bank,29594,1992-11-21
1660,"Lamb, Gaines and Sanchez Bank",38705,2004-08-02
1661,Horton-Smith Bank,30290,1889-02-08
1662,Sloan-Olson Bank,8483,1892-11-01
1663,"Barnes, Maxwell and Sherman Bank",10142,1957-06-04
1664,"Munoz, Becker and Smith Bank",32583,1905-08-02
1665,"Guerrero, Lopez and Hernandez Bank",19523,1988-02-07
1666,Davidson-Roberts Bank,9610,1935-11-22
1667,Osborne-King Bank,16976,1883-04-24
1668,King-Chapman Bank,21312,1961-12-22
1669,Lambert Inc Bank,4420,1932-06-05
1670,Weaver-Henderson Bank,12377,2011-02-21
1671,"Pierce, Murphy and Mejia Bank",4760,1896-07-04
1672,Rivera-Flores Bank,24716,1883-04-24
1673,Webster Ltd Bank,35062,2002-06-14
1674,Harper Group Bank,11904,1996-04-09
1675,"Kelley, Montoya and Morales Bank",30133,1987-05-18
1676,Anderson-Smith Bank,16026,1969-04-02
1677,"Davidson, Jackson and Carey Bank",32372,1929-12-20
1678,Becker-Gross Bank,2848,1981-11-10
1679,"Harris, Dean and Smith Bank",29463,1946-04-09
1680,Burns Inc Bank,13404,1931-03-27
1681,Brown-Price Bank,4274,1993-12-16
1682,Wright-Sullivan Bank,30551,2001-03-26
1683,Soto LLC Bank,28729,1984-10-13
1684,Hardy-Owen Bank,22884,1875-06-29
1685,Wilson-Espinoza Bank,49324,1882-02-02
1686,Ewing Inc Bank,49683,1919-11-29
1687,"Bell, Hendricks and Keith Bank",42904,1915-02-05
1688,"Nichols, Lane and Miller Bank",27855,1904-03-27
1689,Shepherd LLC Bank,47773,1899-04-03
1690,"Washington, Morrison and Buchanan Bank",48697,1927-06-07
1691,Cox Group Bank,14751,1885-06-29
1692,West-White Bank,18793,1896-10-03
1693,"Lynn, Sandoval and Glass Bank",16071,1967-10-06
1694,Williams-Rivers Bank,24688,1876-04-15
1695,"Arnold, Little and Church Bank",28533,1947-04-02
1696,Doyle Ltd Bank,25996,1978-03-06
1697,Petersen LLC Bank,20760,1981-12-16
1698,"Nelson, Fox and Ross Bank",7310,1914-06-16
1699,Parker LLC Bank,5130,1890-01-20
1700,"Rodriguez, Hayes and Foster Bank",15179,1916-01-25
1701,Gomez Group Bank,33496,1932-09-09
1702,Lam Ltd Bank,17906,1987-05-14
1703,Donaldson Inc Bank,48011,1891-04-16
1704,"Davis, Bender and Nguyen Bank",24532,2011-09-14
1705,"Allen, Ingram and Ellis Bank",19455,1996-04-21
1706,"Kidd, Baker and Martin Bank",2146,2012-05-11
1707,"Hall, Gay and Hernandez Bank",39218,1973-12-12
1708,"Riley, Medina and Clark Bank",41899,1893-10-06
1709,"Moon, Sweeney and Brock Bank",4450,1908-06-21
1710,Perkins-Mckinney Bank,47974,1975-08-14
1711,Montgomery-Taylor Bank,29883,1887-03-24
1712,White-Nelson Bank,34869,1879-10-10
1713,Valdez Inc Bank,44642,1897-09-01
1714,"Stevenson, Lewis and Burke Bank",26797,1991-07-30
1715,King-Murray Bank,12946,2006-01-22
1716,"Maldonado, Evans and Richards Bank",21480,1942-04-07
1717,Eaton Ltd Bank,47170,1875-03-23
1718,Scott-Walker Bank,36122,1928-01-29
1719,Robinson Group Bank,16937,1959-08-02
1720,"Hart, Hogan and Brown Bank",19104,1887-04-13
1721,Garrison Inc Bank,4097,2005-12-25
1722,Moreno-Patterson Bank,7403,1876-01-20
1723,"Reese, Cohen and Williams Bank",7907,1932-08-29
1724,Smith-Morales Bank,41587,1898-06-18
1725,"Bradley, Morrison and Potter Bank",21845,2004-02-11
1726,"Kim, Flynn and Reid Bank",15803,1900-07-04
1727,Holmes Ltd Bank,48765,1884-08-25
1728,"Martin, Taylor and Morris Bank",40069,1918-06-05
1729,"Mendez, Ramsey and Johnson Bank",40384,1941-07-11
1730,"Jordan, Owens and Mcmillan Bank",37673,1894-01-11
1731,Wilson-Strickland Bank,37589,1941-02-08
1732,"Reyes, Howe and Preston Bank",1279,1950-12-12
1733,Young-Lopez Bank,22950,2012-08-12
1734,"Davis, Carter and Rodriguez Bank",17911,1999-02-18
1735,Espinoza-Keller Bank,14263,1897-10-21
1736,Anthony Group Bank,37243,1903-10-13
1737,"Daniel, Smith and Phillips Bank",28962,1966-10-22
1738,Hill and Sons Bank,48826,1903-10-02
1739,"Johnson, Marquez and Dennis Bank",16055,1968-03-23
1740,Hernandez LLC Bank,24436,1977-09-17
1741,Torres Ltd Bank,29112,1888-04-13
1742,"Cross, Martinez and Norris Bank",12725,1996-08-19
1743,Maldonado-Wilson Bank,19357,2014-09-18
1744,"Thompson, Rodriguez and Hill Bank",18686,1979-03-13
1745,White-Sexton Bank,4138,1996-05-07
1746,"Ochoa, Webb and Weber Bank",39302,1968-12-23
1747,"Jennings, Washington and Phillips Bank",32385,1905-08-29
1748,Francis Ltd Bank,20313,1876-12-19
1749,"Diaz, Nelson and Cantrell Bank",49757,1988-12-05
1750,"Wright, Koch and Lam Bank",5289,1967-07-06
1751,Knapp-Wong Bank,23352,1965-11-10
1752,Ross-Mercado Bank,48289,1901-10-29
1753,Carroll PLC Bank,34805,1937-03-19
1754,Ramirez Group Bank,12497,1910-04-23
1755,King-Baxter Bank,12176,1917-06-26
1756,Mitchell Ltd Bank,6509,1900-01-20
1757,Kent-Klein Bank,33211,2007-07-17
1758,Maldonado-Martin Bank,45174,1958-05-21
1759,"Garcia, Lane and Rodriguez Bank",24098,1898-05-09
1760,Newton-Sharp Bank,21717,1993-05-27
1761,Todd and Sons Bank,26160,1987-05-26
1762,Moore-Page Bank,6140,2000-08-23
1763,"Stanley, Spencer and Osborne Bank",39144,1962-06-10
1764,"Lee, Wright and Edwards Bank",4009,1910-11-01
1765,"Byrd, Coleman and Butler Bank",17066,2009-06-16
1766,"Conway, Hernandez and Hernandez Bank",36333,1918-06-28
1767,Perry LLC Bank,46645,1887-12-28
1768,"Anderson, Carter and Scott Bank",19705,1937-06-26
1769,Harrison LLC Bank,46226,1931-10-21
1770,Robinson-Williams Bank,36718,2006-02-22
1771,Sims-Nelson Bank,14579,1896-04-30
1772,"Franco, Rogers and Vang Bank",31664,1960-06-05
1773,"Brown, Torres and Diaz Bank",15349,1890-11-13
1774,Villarreal LLC Bank,30605,1967-08-27
1775,Flowers-Baker Bank,16721,1919-09-02
1776,"Pitts, Turner and Koch Bank",39736,1902-03-18
1777,"Oneal, Barnett and Perry Bank",8762,1991-07-09
1778,Peters Group Bank,43631,1889-04-13
1779,Baker-Hudson Bank,10462,1915-01-06
1780,"Mcclure, Jackson and Garcia Bank",22102,1982-03-31
1781,Ford Group Bank,26120,2001-08-27
1782,"Williams, Parrish and Robinson Bank",35935,1902-03-06
1783,Smith-Martin Bank,3654,2005-10-15
1784,Crawford-Mcdonald Bank,6477,1997-08-06
1785,Day-Johnson Bank,9625,2002-01-18
1786,"Delgado, Wilkins and Carr Bank",6355,2010-06-24
1787,Mitchell-Mcclain Bank,5747,1910-08-08
1788,Williamson-Blackburn Bank,34846,1905-05-05
1789,Trujillo LLC Bank,2771,2008-11-14
1790,"Fisher, Knight and Stewart Bank",19040,2006-08-23
1791,Christian-Lang Bank,41309,1948-07-31
1792,Santana PLC Bank,27820,1947-08-16
1793,Cardenas LLC Bank,4184,1926-01-05
1794,Lawrence-Palmer Bank,24552,1985-08-04
1795,Chavez-Kim Bank,38355,1975-05-13
1796,Brooks-Floyd Bank,49628,1994-09-03
1797,"Norris, Gonzalez and Martinez Bank",9062,1890-02-09
1798,"Mendoza, Bennett and Young Bank",49249,1905-06-15
1799,"Williams, Morgan and Torres Bank",15687,1905-05-16
1800,Conner Inc Bank,39386,1920-06-07
1801,Cruz-Greene Bank,41685,1876-07-16
1802,Graves PLC Bank,15734,1954-04-14
1803,"Leblanc, Ewing and Jones Bank",32693,1935-08-29
1804,Mcmillan Ltd Bank,20347,1979-06-23
1805,Edwards and Sons Bank,5767,1881-11-23
1806,Moses-Lawson Bank,16785,1894-09-19
1807,Briggs PLC Bank,37587,1910-07-17
1808,"Gallegos, Collins and Carlson Bank",40296,2007-06-15
1809,Lopez and Sons Bank,17688,1997-12-22
1810,Pugh Ltd Bank,27028,1919-02-27
1811,"Irwin, Taylor and Black Bank",5661,1996-12-17
1812,"Calhoun, Noble and Bishop Bank",43669,1971-08-01
1813,"Hamilton, Clarke and Key Bank",39574,1949-06-15
1814,David Group Bank,26034,2014-07-06
1815,Ward LLC Bank,28952,2004-06-09
1816,"Dickerson, Mercado and Martin Bank",42982,1884-06-24
1817,Stevenson-Smith Bank,33553,1981-01-13
1818,Morris-Ware Bank,26367,1891-04-09
1819,Nguyen-Rowe Bank,19610,1979-09-21
1820,Li PLC Bank,22030,1952-03-30
1821,Henderson-Sullivan Bank,28463,1948-12-02
1822,Wall-Thomas Bank,38232,1895-02-18
1823,"Webb, Graham and Jones Bank",6432,2011-01-18
1824,Williams-Parrish Bank,36915,1875-09-10
1825,Rogers Group Bank,29698,1882-08-15
1826,Jefferson PLC Bank,11219,2002-04-29
1827,"Sims, Brooks and Smith Bank",20332,1996-03-25
1828,Finley and Sons Bank,18293,1982-05-04
1829,Barker Inc Bank,7251,1891-12-28
1830,Weiss-Johnson Bank,1530,1965-04-09
1831,"Douglas, Griffin and Salazar Bank",28116,1993-11-17
1832,Johnston-Adams Bank,36099,1939-02-03
1833,Campbell-Gonzalez Bank,37024,1918-06-30
1834,Molina-Stevens Bank,29107,1978-01-02
1835,Phillips Inc Bank,17183,1982-08-09
1836,"Barton, Lawrence and Greene Bank",33564,1885-07-30
1837,"Brown, Lozano and Bush Bank",36004,1955-04-25
1838,"Barber, Williams and Lopez Bank",22995,2005-11-18
1839,"Johnson, Powell and Chambers Bank",20915,1880-06-30
1840,Marshall LLC Bank,30556,1907-03-14
1841,Stewart-Parker Bank,47605,1963-11-17
1842,"Perry, Quinn and Sosa Bank",48528,1928-12-04
1843,Wilson-Nichols Bank,22621,1936-07-14
1844,"Roberts, Vasquez and Marshall Bank",6658,1983-07-06
1845,Baker-Gilbert Bank,34645,1966-11-25
1846,Williams-Merritt Bank,12600,1991-10-13
1847,Brown-Carpenter Bank,48141,1948-01-30
1848,Walker-Walters Bank,30388,1927-04-03
1849,Perkins Group Bank,1819,2004-04-13
1850,Alexander-Bishop Bank,10593,1947-10-24
1851,Shannon LLC Bank,38301,1889-02-08
1852,Benjamin-Bell Bank,44701,1941-05-22
1853,"Robinson, Johnson and Owens Bank",38982,1991-07-11
1854,Hayes-Gonzalez Bank,34630,1967-10-25
1855,"Robinson, Calderon and May Bank",22777,2006-04-24
1856,Rodgers-Brennan Bank,4928,2002-11-26
1857,Butler-Davenport Bank,15919,1950-08-13
1858,Rodriguez-Arias Bank,9174,1921-05-04
1859,Butler-Yu Bank,25878,1945-12-09
1860,Cook PLC Bank,43898,1979-10-15
1861,Washington LLC Bank,31049,1982-11-04
1862,"Rivera, Mosley and Yoder Bank",20403,1966-05-16
1863,Krause-Wright Bank,28332,2004-01-01
1864,Chavez and Sons Bank,8908,1964-09-18
1865,Garcia-Smith Bank,39900,1918-02-26
1866,Brewer PLC Bank,46191,2008-06-06
1867,Stanley PLC Bank,3458,1891-08-19
1868,"Miller, Wang and Thomas Bank",29938,1908-10-15
1869,Cooper Ltd Bank,12897,1967-03-11
1870,Mayer-Cole Bank,32883,1960-08-29
1871,Wilson-Malone Bank,24200,1915-11-27
1872,Woods-Davis Bank,16309,1965-07-25
1873,"Singh, Wilson and Mcdonald Bank",22482,1960-04-18
1874,Reynolds Inc Bank,28624,1935-11-26
1875,Newton and Sons Bank,27367,1892-06-17
1876,"Rowland, Soto and Matthews Bank",47249,1913-09-23
1877,Mcmahon-Davis Bank,32415,1923-01-05
1878,"Holloway, Frazier and Stevens Bank",10480,2015-02-01
1879,Frederick-Martin Bank,36152,1974-08-02
1880,Richards-Wade Bank,29812,1959-10-20
1881,Willis Ltd Bank,21233,1907-11-27
1882,Tate-Brown Bank,1423,1891-03-10
1883,Vargas-Soto Bank,29392,1922-08-28
1884,Harvey-Moore Bank,13001,1881-05-30
1885,Webb-Rodriguez Bank,44805,1997-07-24
1886,"Duran, Wallace and Marshall Bank",27098,2012-08-06
1887,Ortiz-Lyons Bank,36147,1978-04-28
1888,Harris-Tucker Bank,9395,1981-04-27
1889,"Humphrey, Anderson and Lawrence Bank",20904,1980-05-08
1890,Cline PLC Bank,11533,1964-03-17
1891,Giles-Brown Bank,10022,1904-07-04
1892,Lane-Williams Bank,15621,1961-06-07
1893,Powers-Crawford Bank,40008,2005-03-14
1894,"Ramirez, Warren and Warren Bank",33253,1972-06-09
1895,Zavala LLC Bank,34470,1953-08-09
1896,Dunlap PLC Bank,37292,1987-07-14
1897,"Evans, Galvan and Moore Bank",36308,1915-06-17
1898,Clark Inc Bank,49152,1946-10-30
1899,"Wilson, Grant and Horn Bank",17334,1943-05-17
1900,Avila LLC Bank,29609,1994-08-10
1901,Higgins Inc Bank,28500,2005-12-07
1902,Summers PLC Bank,28262,1881-04-26
1903,Knight LLC Bank,1849,1890-04-20
1904,Gonzales PLC Bank,41670,1949-05-16
1905,Cherry PLC Bank,3551,2012-10-02
1906,"Nelson, Rose and Rose Bank",9315,1901-12-01
1907,"Jones, Villarreal and Washington Bank",4726,1938-05-09
1908,Simmons Inc Bank,33726,2000-12-26
1909,"Wright, Wallace and Ellis Bank",31416,1973-01-22
1910,"Nelson, Mcintyre and Barry Bank",20651,2002-06-15
1911,Shaw Group Bank,18658,1938-12-08
1912,Stanley Group Bank,11067,1961-06-11
1913,Woods-Torres Bank,31733,1986-02-13
1914,"Romero, Curry and Keller Bank",48245,1927-04-16
1915,"Marshall, Gallagher and Lee Bank",7715,1898-05-06
1916,"Cardenas, Martinez and Rodriguez Bank",4779,1877-12-20
1917,Marks-Taylor Bank,11204,1986-10-09
1918,"Roberts, Garcia and Patrick Bank",31903,1945-06-12
1919,"Butler, Smith and Valencia Bank",37510,1981-05-08
1920,"Fowler, Wise and Turner Bank",6962,1923-05-12
1921,Griffith Inc Bank,37858,1955-06-09
1922,Dudley-Golden Bank,47798,1959-06-09
1923,"Beck, Allen and Rodriguez Bank",46015,1881-08-17
1924,Molina-Hernandez Bank,44025,2002-04-02
1925,"Burns, Navarro and Bird Bank",38196,1966-10-24
1926,"Cisneros, Bowman and James Bank",22213,1896-11-21
1927,"Sullivan, Lynch and Martinez Bank",36282,1910-09-04
1928,Warner-Guerrero Bank,42403,1947-09-10
1929,Frank PLC Bank,24355,1958-11-21
1930,Rodriguez-Daniel Bank,15089,1974-06-19
1931,Pollard-Perry Bank,3312,2004-01-27
1932,"Baldwin, Patton and Robertson Bank",40944,1875-09-22
1933,Gates and Sons Bank,37925,1970-04-03
1934,Rowe and Sons Bank,40411,1891-08-18
1935,Francis-Long Bank,6176,1914-08-09
1936,Duffy and Sons Bank,36835,1986-02-15
1937,Torres-Watson Bank,14923,1909-12-07
1938,Reeves-Marquez Bank,38970,1926-01-18
1939,"Jackson, Simon and Brown Bank",31398,1971-09-10
1940,Page PLC Bank,48266,1926-01-21
1941,"Price, Rios and Rich Bank",44501,1904-09-16
1942,Riley-Wood Bank,30906,1951-11-16
1943,Porter LLC Bank,20465,1936-02-13
1944,"Joseph, Willis and Watkins Bank",12476,1992-01-28
1945,Gonzales-Baird Bank,19307,1895-02-14
1946,"Wilson, Davidson and Matthews Bank",41598,1936-06-10
1947,Clay-Wise Bank,5116,1941-05-18
1948,Brock and Sons Bank,21781,1899-01-11
1949,Callahan-Hartman Bank,19494,1990-07-17
1950,Mccann and Sons Bank,8582,1923-01-29
1951,"Ayers, Edwards and Dawson Bank",28432,1901-04-05
1952,"Miller, Powell and Small Bank",48413,1901-10-07
1953,"Parks, Shaw and Gray Bank",23314,1923-09-22
1954,Davis Group Bank,40489,1950-04-09
1955,Lopez-Sandoval Bank,8977,2007-12-20
1956,"Miller, Thornton and Moore Bank",33461,1912-01-28
1957,"Hurley, Wright and Strickland Bank",3616,1993-07-15
1958,"Welch, James and Duncan Bank",35299,1958-12-02
1959,Martinez-Harrison Bank,41282,1993-04-16
1960,Watkins-Johnson Bank,16657,1947-10-16
1961,Gilbert LLC Bank,37894,1904-10-11
1962,Walker-Gray Bank,28486,1926-02-24
1963,Morris Ltd Bank,43350,1987-09-28
1964,Moyer LLC Bank,43631,1966-06-19
1965,Gallagher-Swanson Bank,21448,1917-02-11
1966,Butler-Elliott Bank,28176,1970-08-09
1967,"Smith, Cox and Rios Bank",36549,1949-03-28
1968,Bell-Pennington Bank,33020,1878-03-14
1969,Hoover LLC Bank,23697,2006-07-18
1970,"Booker, Harmon and Parrish Bank",27200,1994-02-13
1971,Chaney and Sons Bank,27435,1882-01-06
1972,"Henderson, Harris and Henderson Bank",20591,1981-09-15
1973,Orozco-Roach Bank,20415,1927-10-02
1974,Morgan Group Bank,38760,1947-09-27
1975,Sandoval Inc Bank,22376,1919-07-01
1976,Smith-Thomas Bank,13129,1916-02-28
1977,Chavez-Lowe Bank,31946,1923-05-31
1978,"Jones, Chapman and Kim Bank",7575,1877-11-14
1979,"Chan, Stephenson and Mcdonald Bank",32796,1933-01-02
1980,Hall Inc Bank,24050,1998-10-22
1981,Anderson-Ortiz Bank,41454,2010-06-26
1982,Prince-Martin Bank,30681,1889-08-02
1983,"Harris, Jenkins and Hansen Bank",13347,1947-05-27
1984,Gardner Ltd Bank,4425,1908-07-28
1985,Frazier-Robertson Bank,22323,1942-06-30
1986,Duarte Inc Bank,10385,2000-09-16
1987,Robbins-Graham Bank,38077,1911-06-18
1988,Colon Inc Bank,49465,2003-02-26
1989,Jacobs LLC Bank,10368,2003-04-23
1990,Kelly and Sons Bank,49899,1977-05-10
1991,Meyer-Chan Bank,8890,1931-10-19
1992,Meyer Group Bank,46297,1894-12-27
1993,Wood-Sanders Bank,38568,1972-05-01
1994,Cook-Rodriguez Bank,30027,1977-04-29
1995,"Fowler, Cunningham and Young Bank",45776,1876-05-06
1996,Gaines and Sons Bank,23462,1876-02-27
1997,Cummings-Anderson Bank,46516,1965-01-13
1998,Leonard-Flynn Bank,32439,1935-06-28
1999,"Sellers, Schneider and Vargas Bank",28003,2005-10-08
2000,Perez-Gonzalez Bank,31326,1958-07-23
2001,Daniels PLC Bank,27351,1996-12-23
2002,Webb Group Bank,14883,1971-12-02
2003,Shaw-Wang Bank,21084,1940-05-19
2004,"Rodriguez, Brown and Moreno Bank",18403,1920-07-14
2005,Flores-Carroll Bank,9396,1920-08-20
2006,Hill Ltd Bank,35350,1923-02-01
2007,Bryant PLC Bank,5361,2010-11-18
2008,"Baker, Chambers and King Bank",31165,1890-08-24
2009,"Leon, Taylor and Fleming Bank",43534,1908-12-17
2010,"Hall, Bailey and Wilkinson Bank",26987,1913-03-09
2011,Delacruz-Alvarado Bank,11184,2012-12-25
2012,Schultz-Cook Bank,1545,1955-10-03
2013,"Atkinson, Sullivan and Kim Bank",48220,2008-10-30
2014,Alvarez Group Bank,43953,1977-02-10
2015,Welch Ltd Bank,2199,1976-04-04
2016,Holt-Haley Bank,9603,1903-11-30
2017,"Kelley, Paul and Robertson Bank",5581,1941-09-23
2018,Jones LLC Bank,23646,1921-05-01
2019,Kelly Ltd Bank,5598,1945-03-13
2020,Mcdaniel LLC Bank,3650,1915-11-13
2021,Cruz Group Bank,42754,1999-07-01
2022,Smith-Miller Bank,4539,1911-06-15
2023,"Gardner, Wallace and Aguilar Bank",13499,1941-01-22
2024,Gentry Group Bank,23928,1883-12-14
2025,"Garcia, Lewis and Murphy Bank",35574,1878-09-04
2026,"Ryan, Martin and Russell Bank",12216,1942-02-16
2027,Novak-Bernard Bank,2999,1881-04-10
2028,"Riley, Gibbs and Rodriguez Bank",21813,1947-09-13
2029,"Gonzales, Hahn and Cox Bank",12941,1968-04-02
2030,"Simmons, Russell and Smith Bank",2521,1946-10-14
2031,Norris Inc Bank,37593,1931-06-14
2032,Garza PLC Bank,2331,1993-05-26
2033,Bowman Ltd Bank,45407,2011-12-01
2034,Greene LLC Bank,34649,1966-09-05
2035,"Wilson, Gonzalez and Wise Bank",1436,1961-08-23
2036,Thomas-Stephens Bank,18384,2002-10-31
2037,Sharp Group Bank,28013,1946-07-24
2038,"Pearson, Morgan and Flores Bank",12207,1920-12-22
2039,Donovan and Sons Bank,22738,1994-07-28
2040,"Perez, Jones and Henderson Bank",44266,1975-06-15
2041,Morgan-Grimes Bank,17997,1887-02-25
2042,Boyle-Butler Bank,6657,1918-01-06
2043,Rogers-Mccullough Bank,5191,1993-10-09
2044,Vasquez-Nielsen Bank,8843,1950-07-17
2045,"Garza, Hernandez and Turner Bank",33197,1999-04-17
2046,"Williams, Crawford and Hernandez Bank",15564,1944-07-04
2047,Crawford-Skinner Bank,24394,1965-05-30
2048,"Huffman, Beck and Carpenter Bank",12420,1987-11-29
2049,Romero-Ellis Bank,18180,1916-01-05
2050,Hernandez Inc Bank,13684,1879-07-21
2051,Nichols-Marks Bank,26072,1920-01-19
2052,Nelson Ltd Bank,43234,1958-01-17
2053,Conner Ltd Bank,11195,1995-01-07
2054,Evans-Murphy Bank,29108,1941-11-11
2055,Sharp LLC Bank,39337,1914-03-26
2056,Harrington-Long Bank,28595,1928-05-10
2057,Brown-Boyle Bank,22766,1983-03-06
2058,Mcguire and Sons Bank,11967,1979-01-09
2059,Moss Group Bank,29216,1935-04-07
2060,"Hernandez, Tran and Webb Bank",49430,1975-12-24
2061,"Dunlap, Glover and Miller Bank",26319,1898-08-04
2062,Gomez and Sons Bank,12601,1975-04-02
2063,"Powell, Gregory and Tate Bank",9171,1985-06-20
2064,Case Ltd Bank,35442,1958-08-18
2065,Hamilton Ltd Bank,15535,1956-08-02
2066,Ray Ltd Bank,35941,1891-09-19
2067,"Rose, Gregory and Payne Bank",45025,1913-10-14
2068,Rogers-Rhodes Bank,35936,1942-04-14
2069,"Johnson, Graham and Ware Bank",20306,1881-02-24
2070,Marquez PLC Bank,15787,2007-06-16
2071,"Armstrong, Williams and Montoya Bank",43744,1978-08-23
2072,Bryant-Evans Bank,13107,1983-07-24
2073,"Vargas, Cook and Patterson Bank",20633,1944-04-15
2074,Jones-Tyler Bank,5680,2013-07-27
2075,Wilson-Mitchell Bank,18654,1982-04-17
2076,Jordan-Watkins Bank,20618,1948-09-20
2077,Crawford-Rowe Bank,5725,2012-11-29
2078,Butler Inc Bank,9811,1909-05-15
2079,"Rodriguez, Donaldson and Smith Bank",21540,1942-11-20
2080,Stevenson-Acevedo Bank,8468,1876-07-04
2081,Peterson-Reyes Bank,3057,1999-06-27
2082,"Smith, Harrell and Bradley Bank",48181,1890-01-18
2083,Smith-Mcdonald Bank,18624,1963-09-23
2084,"Rosales, Hines and Wright Bank",49606,1947-08-25
2085,Fitzgerald-Reid Bank,16567,1964-11-26
2086,Taylor-Carpenter Bank,46574,1948-03-02
2087,Stephens Inc Bank,45095,1901-08-03
2088,"Colon, Oconnor and Kane Bank",39978,1954-11-02
2089,Jordan Inc Bank,49849,1996-09-14
2090,Hill-Long Bank,45005,1918-02-03
2091,"Lopez, Stein and Valdez Bank",10095,1997-01-14
2092,Olson-Noble Bank,39756,1909-10-30
2093,"Sanders, Rodgers and Anthony Bank",1740,2007-12-20
2094,Cole-King Bank,48251,1910-10-18
2095,"Shaw, Sanders and Klein Bank",48690,1976-06-08
2096,"Sanders, Gomez and Sims Bank",9440,1952-12-10
2097,Lindsey Ltd Bank,45116,1952-05-21
2098,Berry Group Bank,3749,2009-03-14
2099,Castro-Fisher Bank,14310,1879-09-16
2100,Mullen PLC Bank,16494,1945-06-27
2101,Ford Inc Bank,6982,1945-03-30
2102,"Lin, Gomez and Saunders Bank",11970,1891-10-09
2103,Woods-Watts Bank,26310,1884-09-07
2104,White-Stewart Bank,46836,1922-10-04
2105,Frederick-Wagner Bank,2927,1883-07-02
2106,Grant-Roberts Bank,3560,1947-12-09
2107,Conrad-Hull Bank,20230,1995-05-27
2108,Petersen-Warren Bank,22499,1962-10-28
2109,Payne-Gomez Bank,25218,1903-05-22
2110,Reeves Group Bank,5972,1916-02-14
2111,Collins Group Bank,20064,1945-09-03
2112,"Smith, Nunez and Mayer Bank",30559,1954-02-04
2113,Edwards-Horton Bank,47154,1978-05-24
2114,Owen-Hicks Bank,25661,2009-03-05
2115,"Smith, Mccall and Clarke Bank",12334,1985-03-26
2116,Brooks-Reed Bank,13659,1977-06-14
2117,Perkins LLC Bank,39352,1886-04-18
2118,Roberts PLC Bank,24321,1992-07-01
2119,"Meza, Jackson and Wong Bank",31400,1941-01-06
2120,Reeves-Taylor Bank,29871,1886-08-01
2121,"Powell, Stone and Smith Bank",10928,1885-06-13
2122,"King, Williams and Smith Bank",47770,2007-09-21
2123,"Bradley, Porter and Townsend Bank",15716,1923-04-15
2124,Lee-Black Bank,22614,1987-02-04
